date;variable;cases;population;rate
2021-04-01;Total;1443;7003449;20.6041337632358
2021-05-01;0-15 years;298;1073784;27.7523226272696
2021-05-01;16-30 years;577;1121668;51.4412464294248
2021-05-01;1st Q (least deprived);219;1664247;13.1591043877501
2021-05-01;2nd Q;232;977042;23.7451409458345
2021-05-01;31-60 years;513;3140519;16.3348796807152
2021-05-01;3rd Q;301;1301133;23.133684258258
2021-05-01;4th Q (most deprived);462;1313620;35.1699882766706
2021-05-01;>60 years;125;1675336;7.46118987474751
2021-05-01;Women;812;3564487;22.7802766569215
2021-05-01;Men;701;3446820;20.3375865290326
2021-05-01;Rural;299;1597445;18.7173893310881
2021-05-01;Total;1513;7011307;21.579428771269
2021-06-01;0-15 years;238;1078521;22.0672569194295
2021-06-01;16-30 years;496;1130569;43.871714154554
2021-06-01;1st Q (least deprived);232;1669328;13.8978079802172
2021-06-01;2nd Q;209;978738;21.3540293725185
2021-06-01;31-60 years;551;3160555;17.4336469385915
2021-06-01;3rd Q;291;1303386;22.3264635342101
2021-06-01;4th Q (most deprived);398;1315738;30.2491833480526
2021-06-01;>60 years;166;1684156;9.85656910642482
2021-06-01;Women;798;3583410;22.2692909826115
2021-06-01;Men;653;3470391;18.8163235785247
2021-06-01;Rural;321;1601697;20.0412437558415
2021-06-01;Total;1451;7053801;20.5704697368128
2021-07-01;0-15 years;229;1077605;21.2508293855355
2021-07-01;16-30 years;396;1136885;34.8320190696509
2021-07-01;1st Q (least deprived);212;1674288;12.662098754814
2021-07-01;2nd Q;192;980273;19.5863805286895
2021-07-01;31-60 years;460;3167567;14.5221869024396
2021-07-01;3rd Q;212;1305896;16.2340645809467
2021-07-01;4th Q (most deprived);375;1317783;28.4568855418532
2021-07-01;>60 years;162;1687030;9.60267452268187
2021-07-01;Women;634;3589883;17.6607427038708
2021-07-01;Men;613;3479204;17.6189726155753
2021-07-01;Rural;256;1605189;15.9482777417488
2021-07-01;Total;1247;7069087;17.6401846518511
2021-08-01;0-15 years;330;1076781;30.6469003446383
2021-08-01;16-30 years;520;1140586;45.5905999196904
2021-08-01;1st Q (least deprived);239;1676848;14.2529316908867
2021-08-01;2nd Q;223;980900;22.7342236721378
2021-08-01;31-60 years;514;3171994;16.2043181670583
2021-08-01;3rd Q;308;1308300;23.542001070091
2021-08-01;4th Q (most deprived);492;1319610;37.2837429240457
2021-08-01;>60 years;193;1690566;11.4162948976852
2021-08-01;Women;778;3594426;21.644624204254
2021-08-01;Men;779;3485501;22.3497282026314
2021-08-01;Rural;295;1608293;18.3424288982169
2021-08-01;Total;1557;7079927;21.9917521748459
2021-09-01;0-15 years;447;1078023;41.4647924951508
2021-09-01;16-30 years;743;1145604;64.8566171207503
2021-09-01;1st Q (least deprived);338;1680379;20.1145098814018
2021-09-01;2nd Q;370;978283;37.8213666188618
2021-09-01;31-60 years;724;3178940;22.7748872265598
2021-09-01;3rd Q;460;1314451;34.9955989230485
2021-09-01;4th Q (most deprived);631;1321673;47.7425202754388
2021-09-01;>60 years;288;1695748;16.9836555903354
2021-09-01;Women;1133;3603198;31.4442892119723
2021-09-01;Men;1069;3495117;30.5855283242306
2021-09-01;Rural;403;1611374;25.009712208339
2021-09-01;Total;2202;7098315;31.0214466390967
2021-10-01;0-15 years;606;1075018;56.3711491342471
2021-10-01;16-30 years;914;1142362;80.009664187009
2021-10-01;1st Q (least deprived);406;1676804;24.2127285001706
2021-10-01;2nd Q;404;976211;41.3844957698694
2021-10-01;31-60 years;882;3166359;27.8553379449393
2021-10-01;3rd Q;552;1312000;42.0731707317073
2021-10-01;4th Q (most deprived);741;1317241;56.2539429003501
2021-10-01;>60 years;265;1697164;15.6142835931
2021-10-01;Women;1410;3596223;39.2078021857933
2021-10-01;Men;1257;3484680;36.0721787940356
2021-10-01;Rural;564;1607010;35.0962346220621
2021-10-01;Total;2667;7080903;37.664687681783
2021-11-01;0-15 years;660;1075088;61.3903233967824
2021-11-01;16-30 years;1135;1146373;99.0079145269472
2021-11-01;1st Q (least deprived);560;1679707;33.3391478394744
2021-11-01;2nd Q;479;977596;48.997745489957
2021-11-01;31-60 years;1051;3169650;33.1582351363715
2021-11-01;3rd Q;678;1312998;51.6375500952781
2021-11-01;4th Q (most deprived);867;1319062;65.7285252702299
2021-11-01;>60 years;330;1699602;19.4163104067894
2021-11-01;Women;1653;3600845;45.9058915337928
2021-11-01;Men;1523;3489868;43.6406190721254
2021-11-01;Rural;592;1609181;36.7889006892326
2021-11-01;Total;3176;7090713;44.7909822326753
2021-12-01;0-15 years;494;1074073;45.9931494414253
2021-12-01;16-30 years;1111;1151539;96.4795808044713
2021-12-01;1st Q (least deprived);455;1681735;27.0553921991277
2021-12-01;2nd Q;441;978468;45.0704570818872
2021-12-01;31-60 years;1008;3169870;31.7994113323259
2021-12-01;3rd Q;616;1314292;46.8693410596732
2021-12-01;4th Q (most deprived);827;1319602;62.6704112300527
2021-12-01;>60 years;305;1701807;17.9221263045692
2021-12-01;Women;1476;3604312;40.9509498622761
2021-12-01;Men;1442;3492977;41.2828369611366
2021-12-01;Rural;579;1610609;35.9491347682771
2021-12-01;Total;2918;7097289;41.1142902592807
2022-01-01;0-15 years;596;1074097;55.488470780572
2022-01-01;16-30 years;1267;1155513;109.648268777591
2022-01-01;1st Q (least deprived);509;1685170;30.204667778325
2022-01-01;2nd Q;514;979793;52.4600604413381
2022-01-01;31-60 years;1035;3173797;32.6107813448686
2022-01-01;3rd Q;698;1315714;53.0510430078269
2022-01-01;4th Q (most deprived);813;1321681;61.5125737602341
2022-01-01;>60 years;282;1705467;16.5350604848994
2022-01-01;Women;1631;3609906;45.1812318658713
2022-01-01;Men;1549;3498968;44.2701962407201
2022-01-01;Rural;646;1613421;40.0391466331478
2022-01-01;Total;3180;7108874;44.7328226664307
2022-02-01;0-15 years;707;1075026;65.765851244528
2022-02-01;16-30 years;1474;1160065;127.061845672441
2022-02-01;1st Q (least deprived);557;1688796;32.9820771721392
2022-02-01;2nd Q;650;981433;66.2296865909339
2022-02-01;31-60 years;1290;3178619;40.5836622759758
2022-02-01;3rd Q;769;1318050;58.3437654110239
2022-02-01;4th Q (most deprived);1085;1323833;81.9589782094872
2022-02-01;>60 years;403;1707421;23.6028489751502
2022-02-01;Women;1985;3615782;54.8982211870074
2022-02-01;Men;1889;3505349;53.8890706745605
2022-02-01;Rural;813;1615491;50.3252571509219
2022-02-01;Total;3874;7121131;54.4014707776054
2022-03-01;0-15 years;761;1077821;70.6054159271345
2022-03-01;16-30 years;1673;1165819;143.504266099626
2022-03-01;1st Q (least deprived);658;1693383;38.8571280094344
2022-03-01;2nd Q;652;983830;66.2716119654818
2022-03-01;31-60 years;1432;3185521;44.9534000874582
2022-03-01;3rd Q;865;1321348;65.4634509606856
2022-03-01;4th Q (most deprived);1170;1327072;88.1640182296062
2022-03-01;>60 years;430;1711495;25.1242334917718
2022-03-01;Women;2274;3626699;62.7016468695086
2022-03-01;Men;2022;3513957;57.5419676450224
2022-03-01;Rural;951;1620234;58.6952255044642
2022-03-01;Total;4296;7140656;60.1625396882303
2022-04-01;0-15 years;663;1079319;61.4276224174688
2022-04-01;16-30 years;1415;1170179;120.921670958033
2022-04-01;1st Q (least deprived);574;1696895;33.8264889695591
2022-04-01;2nd Q;613;985837;62.180664754924
2022-04-01;31-60 years;1322;3191109;41.4276040085124
2022-04-01;3rd Q;739;1323511;55.8363323009782
2022-04-01;4th Q (most deprived);988;1329434;74.3173410639415
2022-04-01;>60 years;312;1714178;18.2011436385253
2022-04-01;Women;1848;3634654;50.8439042615886
2022-04-01;Men;1864;3520131;52.9525747763365
2022-04-01;Rural;798;1623411;49.1557590776458
2022-04-01;Total;3712;7154785;51.8813633114063
